id,name,project_id1,project_id2,curated_description,num_of_samples,num_of_runs,population,related_publications,original_description,created_at,updated_at
109,PRJNA282362,PRJNA282362,SRP057688,,57,57,0,26718942,_Fecal_microbial_flora_in_newly-onset_juvenile_idiopathic_arthritis._,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
110,PRJNA282386,PRJNA282386,SRP060278,,2,2,0,NULL,Raw_sequence_data_generated_from_a_fecal_suspension_collected_from_a_patient_of_the_2011_E_coli_outbreak,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
111,PRJNA284355,PRJNA284355,SRP058492,,88,88,0,NULL,_These_data_were_generated_as_part_of_a_study_to_assess_the_colorectal_cancer_microbiome._,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
112,PRJNA284397,PRJNA284397,SRP058774,,48,48,0,27006956,"_Intestinal_epigenome_and_microbiome_changes_during_pediatric_development_have_been_implicated_as_important_elements_in_the_developmental_origins_of_inflammatory_bowel_diseases_(IBD;_including_Crohn¡¯s_disease_[CD]_and_ulcerative_colitis_[UC]),_which_link_to_early_onset_colorectal_cancer_(CRC)._Among_the_epigenetic_modifications,_DNA_methylation_(the_methylation_of_cytosine_within_CpG_dinucleotides)_is_a_prime_candidate_for_the_developmental_origins_of_diseases._Nevertheless,_associations_between_shifting_DNA_methylation_and_metagenome_changes_during_childhood_and_adolescence_have_not_been_examined_in_the_colonic_mucosa,_especially_in_respect_to_IBD,_or_CRC._",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
113,PRJNA285003,PRJNA285003,SRP060015,,1,1,0,NULL,_To_describe_the_gut_flora_of_NAFLD_patients_,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
114,PRJNA285502,PRJNA285502,SRP061957,NULL,41,52,0,26288277,"Fecal microbiota transplantation (FMT) is an investigational treatment for diseases thought to involve alterations in the intestinal microbiota including ulcerative colitis (UC). Case reports have described therapeutic benefit of FMT in patients with UC, possibly due to changes in the microbiota. We measured the degree to which the transplanted microbiota engraft following FMT in patients with UC using a donor similarity index (DSI).",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
115,PRJNA286838,PRJNA286838,SRP061223,,61,61,0,24987952,"Non-alcoholic_fatty_liver_disease_(NAFLD)_and_its_more_severe_form_(non-alcoholic_steatohepatitis,_NASH)_are_multi-spectrum_diseases_involving_hepatic_fat_accumulation_occurring_in_the_absence_of_excessive_alcohol_intake._The_aim_of_this_work_was_to_investigate_gut_microbiota_composition_in_term_of_OTU_and_metabolite_abundances_in_4_groups_of_subjects_(NAFL_[nr._27],_NASH_[n._26],_Obese_patients_[n._8],_recruited_at_Pediatric_Hospital_Bambino_Ges¨´_of_Rome_and_healthy_age_matched_controls_(7-16_years)_[n._54])._All_samples_were_submitted_to_DNA_extraction,_16S_rRNA_amplification_and_pyrosequenced_by_Next_generation_sequencing_platform._Also,_fecal_metabolites_were_extracted_and_analyzed_by_Gas_chromatography_mass_spectrometry_(GC-MS)._A_total_of_918,876_sequencing_reads_were_obtained_from_a_total_of_115_samples._The_majority_of_the_sequences_were_assigned_to_six_dominant_phyla_Actinobacteria,_Bacteroidetes,_Firmicutes,_Verrucomicrobia,_Proteobacteria_and_Tenericutes,_with_a_predominance_of_Firmicutes_and_Bacteroidetes,_respect_to_the_others_in_all_type_of_subject_categories._A_Kruskal-Wallis_analysis_indicated_that_Firmicutes_and_Actinobacteria_were_statistically_prevalent_in_the_patients_than_in_the_CTRL_children_and_that_the_opposite_was_true_for_Bacteroidetes._Different_classes_of_volatile_organic_compounds_(VOCs)_such_as_i.e_ketones,_aldehydes,_indoles,_alcohols,_phenols,_alkanes,_alkenes,_lactones,_terpenes,_esters,_and_sulfur_compounds,_in_patients_and_compared_to_controls._These_data_are_able_to_depict_composition,_ecological_diversity,_and_¡°enterotype¡±-like_patterns_of_gut_microbiota_of_NASH/NAFLD_pediatric_patients.",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
116,PRJNA287742,PRJNA287742,SRP059769,,40,40,0,26381211,"_The_intestinal_microbiota_plays_a_critical_role_in_the_development_of_the_immune_system._Recent_investigations_have_highlighted_the_potential_of_helminth_therapy_for_treating_a_range_of_inflammatory_disorders,_including_celiac_disease_(CeD);_however,_the_mechanisms_by_which_helminths_modulate_the_immune_response_of_the_human_host_and_ameliorate_CeD_pathology_are_unknown._In_this_study,_we_investigated_the_potential_role_of_alterations_in_the_human_gut_microbiota_in_helminth-mediated_suppression_of_an_inflammatory_disease._",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
117,PRJNA288419,PRJNA288419,SRP060014,NULL,46,46,0,NULL,"The host-associated gut microbiota has been frequently suspected as one of the critical factors participating in the occurrence and progression of colorectal cancer (CRC) in the past decades, but little has been done to systematically evaluate the biodiversity and richness alterations of gut microbiota in different stages of CRC patients, which may provide important clues for better understanding the roles of gut bacterial during the progression of CRC. Thus, the composition of microbiota in on tumor tissues and the surrounding non-tumor tissues in different stages of CRC patients was analyzed using Illumina MiSeq sequencing of the V4 region of the 16S ribosomal RNA gene in this study. The analysis results might increase our knowledge of the dynamics of CRC-associated microbiomes and provide clue for discerning whether gut bacterial dysbiosis is a cause or consequence of CRC. ",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
118,PRJNA289586,PRJNA289586,SRP072561,NULL,53,53,0,27723761,"Recent evidence from high-resolution molecular studies suggests links between microbial dysbiosis in the gastrointestinal tract and a number of complex chronic diseases including diabetes mellitus. The present study forms a pilot study for the larger Luxembourg-based Diabetes Multiplex Family Study (MUST). Within the pilot study, we investigate the interplay of the gastrointestinal microbiota, lifestyle and genetic background in an observational study of families with two or more individuals affected by type 1 diabetes mellitus. Faecal samples which have undergone comprehensive biomolecular extractions are currently analysed using a multi-omics approach. Anthropometric data, including demographics, medical history, health status, medication, and dietary habits of all study participants were collected and are integrated with molecular data.",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
119,PRJNA290926,PRJNA290926,SRP062005,,495,544,0,NULL,_Using_microbiome-based_models_to_differentiate_healthy_patients_from_those_with_colonic_lesions._,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
120,PRJNA294499,PRJNA294499,SRP063299,,1,2,0,NULL,"To_identify_specific_bacterial_communities_associated_with_eczema,_we_performed_high-throughput_sequencing_for_V3_V4_hypervariable_regions_of_the_16S_rRNA_genes_from_the_gut,_fecal_material_of_healthy_and_eczema_infants.",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
121,PRJNA294605,PRJNA294605,SRP074153,,11,158,0,27258951,"Bacteria_that_persist_in_hospitals_can_contribute_to_the_establishment_of_the_microbiome_in_newborns_and_the_spread_of_hospital-acquired_diseases._Yet_we_know_little_about_microbial_communities_in_hospitals,_or_about_the_extent_to_which_persistent_vs._recently_immigrated_bacterial_strains_establish_in_the_gastrointestinal_tracts_of_hospitalized_individualsIn_combination_with_BioProject_PRJNA273761_(10_infants_/_55_samples)_we_analyzed_strain-resolved_genomes_obtained_from_a_total_of_202_samples_collected_over_a_three-year_period_from_21_infants_hospitalized_in_the_same_intensive_care_unit.Strains_were_rarely_shared,_consistent_with_prior_analysis_of_a_subset_of_these_data._Enterococcus_faecalis_and_Staphylococcus_epidermidis,_common_gut_colonists,_exhibit_diversity_comparable_to_that_of_NCBI_reference_strains,_suggesting_no_recent_common_ancestor_for_all_populations_in_this_hospital_setting._Thus,_we_infer_multiple_introduction_events_for_these_species._Despite_the_rarity_of_shared_strains,_strains_of_five_species_exhibiting_a_degree_of_sequence_variation_consistent_with_in_situ_diversification_were_identified_in_different_infants_hospitalized_three_years_apart._Three_were_also_detected_in_multiple_infants_in_the_same_year,_suggesting_that_these_strains_are_unusually_widely_dispersed_and_persistent_in_the_hospital_environment._Persistent_strains_were_not_significantly_different_from_non-persistent_strains_with_regards_to_pathogenicity_potential_including_antibiotic_resistance._Notably,_non-identical_siblings_had_multiple_abundant_strains_in_common,_even_30_days_after_birth_and_antibiotic_administration,_suggesting_overlapping_strain_sources_and/or_genetic_selection._Our_approach_can_be_used_in_order_to_study_microbial_dynamics_in_hospitals_and_provides_an_important_step_towards_directing_health-promoting_colonization_in_hospitalized_individuals.",2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
122,PRJNA295801,PRJNA295801,SRP063720,,37,37,0,NULL,16S_sequencing_for_microbiota_in_feces_donated_by_healthy_adults,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
123,PRJNA296920,PRJNA296920,SRP064361,NULL,41,440,0,28195180,Illumina next-generation sequence data of the V5V6 hypervariable regions of the 16S rRNA gene amplicons generated from healthy donor or patient fecal samples.,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
124,PRJNA297124,PRJNA297124,SRP064354,,87,87,0,NULL,_Identify_the_role_of_ileal_microbiome_in_pediatric_Crohn's_disease._,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
125,PRJNA297268,PRJNA297268,SRP064508,,84,84,0,NULL,_Fecal_microbiota_of_hospitalised_Elderlies_with_and_without_Peptoclostridium_difficile_infection_targeted_loci_,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
126,PRJNA297793,PRJNA297793,SRP064518,,72,72,0,NULL,_Intestinal_microbiota_from_individuals_with_metabolic_syndrome_given_a_western_style_diet_and_a_diet_rich_in_arabinoxylan_and_resistant_starch._,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
127,PRJNA298489,PRJNA298489,ERP104073,NULL,4,32,0,"2,906,947,626,512,100",The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA298489. This project includes samples from the following biomes : Human gut.,2021-01-21 12:15:08 UTC,2021-01-21 12:15:08 UTC
